PassengerId,Survived,Pclass,Sex,Age,Fare,Embarked,Family_size
445,1,third,male,28.0,2.4231335995865546,S,0
446,1,first,male,4.0,5.015437768039126,S,2
447,1,second,female,13.0,3.4286158700593674,S,1
448,1,first,male,34.0,3.8121732488288633,S,0
449,1,third,female,5.0,3.413419008501807,C,3
450,1,first,male,52.0,3.9891340466493737,S,0
451,0,second,male,36.0,3.868272400697609,S,3
452,0,third,male,28.0,3.4574999600469583,S,1
453,0,first,male,30.0,3.868272400697609,C,0
454,1,first,male,49.0,5.015437768039126,C,1
455,0,third,male,28.0,2.4148822025895167,S,0
456,1,third,male,29.0,2.394298482187998,C,0
457,0,first,male,65.0,3.8121732488288633,S,0
458,1,first,female,28.0,4.69151431817404,S,1
459,1,second,female,50.0,2.704889119955267,S,0
460,0,third,male,28.0,2.3745326220959444,Q,0
461,1,first,male,48.0,3.8121732488288633,S,0
462,0,third,male,34.0,2.4148822025895167,S,0
463,0,first,male,47.0,4.29250110841384,S,0
464,0,second,male,48.0,2.9473095617168967,S,0
465,0,third,male,28.0,2.4148822025895167,S,0
466,0,third,male,38.0,2.2752103292422072,S,0
467,0,second,male,28.0,0.0,S,0
468,0,first,male,56.0,3.8121732488288633,S,0
469,0,third,male,28.0,2.3711130909397093,Q,0
470,1,third,female,0.75,3.413419008501807,C,3
471,0,third,male,28.0,2.3043724544848647,S,0
472,0,third,male,38.0,2.493586391951111,S,0
473,1,second,female,33.0,3.868272400697609,S,3
474,1,second,female,23.0,3.0158056075213806,C,0
475,0,third,female,22.0,2.6325331426458716,S,0
476,0,first,male,28.0,4.695114608316313,S,0
477,0,second,male,34.0,3.519407197147049,S,1
478,0,third,male,29.0,2.2745908252642115,S,1
479,0,third,male,22.0,2.342840720573425,S,0
480,1,third,female,2.0,2.882555431086198,S,1
481,0,third,male,9.0,4.555456251917921,S,7
482,0,second,male,28.0,0.0,S,0
483,0,third,male,50.0,2.4148822025895167,S,0
484,1,third,female,63.0,2.6041697640291797,S,0
485,1,first,male,25.0,5.015437768039126,C,1
486,0,third,female,28.0,3.7595692313787774,S,4
487,1,first,female,35.0,5.015437768039126,S,1
488,0,first,male,58.0,3.955006469249529,C,0
489,0,third,male,30.0,2.4148822025895167,S,0
490,1,third,male,9.0,3.1830127780522783,S,2
491,0,third,male,28.0,3.4574999600469583,S,1
492,0,third,male,21.0,2.3043724544848647,S,0
493,0,first,male,55.0,3.9891340466493737,S,0
494,0,first,male,71.0,4.628388154062519,C,0
495,0,third,male,21.0,2.4148822025895167,S,0
496,0,third,male,28.0,3.0709171015426975,C,0
497,1,first,female,54.0,5.015437768039126,C,1
498,0,third,male,28.0,3.1219468732747275,S,0
499,0,first,female,25.0,5.015437768039126,S,3
500,0,third,male,24.0,2.38077400824106,S,0
501,0,third,male,17.0,2.493586391951111,S,0
502,0,third,female,21.0,2.3745326220959444,Q,0
503,0,third,female,28.0,2.357925649686509,Q,0
504,0,third,female,37.0,2.6041697640291797,S,0
505,1,first,female,16.0,5.015437768039126,S,0
506,0,first,male,18.0,5.015437768039126,C,1
507,1,second,female,33.0,3.7857078329768887,S,2
508,1,first,male,28.0,3.8121732488288633,S,0
509,0,third,male,28.0,3.606063816467284,S,0
510,1,third,male,26.0,4.808349126889522,S,0
511,1,third,male,29.0,2.3745326220959444,Q,0
512,0,third,male,28.0,2.4148822025895167,S,0
513,1,first,male,36.0,3.7996031079181534,S,0
514,1,first,female,54.0,4.877250387724137,C,1
515,0,third,male,24.0,2.3393367404132643,S,0
516,0,first,male,47.0,4.130460836178963,S,0
517,1,second,female,34.0,2.704889119955267,S,0
518,0,third,male,28.0,3.6929033867379175,Q,0
519,1,second,female,36.0,3.7857078329768887,S,1
520,0,third,male,32.0,2.394298482187998,S,0
521,1,first,female,30.0,5.015437768039126,S,0
522,0,third,male,22.0,2.394298482187998,S,0
523,0,third,male,28.0,2.3007628978459755,C,0
524,1,first,female,44.0,4.843931496500242,C,1
525,0,third,male,28.0,2.3013700064551847,C,0
526,0,third,male,40.5,2.3745326220959444,Q,0
527,1,second,female,50.0,2.704889119955267,S,0
528,0,first,male,28.0,5.015437768039126,S,0
529,0,third,male,39.0,2.398221310352146,S,0
530,0,second,male,23.0,2.807167738626635,S,3
531,1,second,female,2.0,3.7857078329768887,S,2
532,0,third,male,28.0,2.3013700064551847,C,0
533,0,third,male,17.0,2.3013700064551847,C,2
534,1,third,female,28.0,3.596846429067125,C,2
535,0,third,female,30.0,2.493586391951111,S,0
536,1,second,female,7.0,3.7977983217500153,S,2
537,0,first,male,45.0,3.8121732488288633,S,0
538,1,first,female,30.0,5.015437768039126,C,0
539,0,third,male,28.0,3.074291731413492,S,0
540,1,first,female,22.0,4.628273336372071,C,2
541,1,first,female,36.0,5.015437768039126,S,2
542,0,third,female,9.0,4.0214448601988995,S,6
543,0,third,female,11.0,4.0214448601988995,S,6
544,1,second,male,32.0,3.7857078329768887,S,1
545,0,first,male,50.0,5.015437768039126,C,1
546,0,first,male,64.0,3.7857078329768887,S,0
547,1,second,female,19.0,3.7857078329768887,S,1
548,1,second,male,28.0,3.0217660392843735,C,0
549,0,third,male,33.0,3.4912879063984277,S,2
550,1,second,male,8.0,4.231304329059991,S,2
551,1,first,male,17.0,5.015437768039126,C,2
552,0,second,male,27.0,3.7857078329768887,S,0
553,0,third,male,28.0,2.3853068078981887,Q,0
554,1,third,male,22.0,2.3007628978459755,C,0
555,1,third,female,22.0,2.377943198319083,S,0
556,0,first,male,62.0,3.8121732488288633,S,0
557,1,first,female,48.0,4.329706139569535,C,1
558,0,first,male,28.0,5.015437768039126,C,0
559,1,first,female,39.0,5.015437768039126,S,2
560,1,third,female,36.0,3.2906842964590326,S,1
561,0,third,male,28.0,2.3745326220959444,Q,0
562,0,third,male,40.0,2.394298482187998,S,0
563,0,second,male,28.0,2.99096883417017,S,0
564,0,third,male,28.0,2.4148822025895167,S,0
565,0,third,female,28.0,2.4148822025895167,S,0
566,0,third,male,24.0,3.6929033867379175,S,2
567,0,third,male,19.0,2.394298482187998,S,0
568,0,third,female,29.0,3.523796061248209,S,4
569,0,third,male,28.0,2.3013700064551847,C,0
570,1,third,male,32.0,2.3886893355718013,S,0
571,1,second,male,62.0,2.704889119955267,S,0
572,1,first,female,53.0,4.681432455258913,S,2
573,1,first,male,36.0,3.8044047658076177,S,0
574,1,third,female,28.0,2.3745326220959444,Q,0
575,0,third,male,16.0,2.4148822025895167,S,0
576,0,third,male,19.0,3.074291731413492,S,0
577,1,second,female,34.0,2.9473095617168967,S,0
578,1,first,female,39.0,4.793820009315042,S,1
579,0,third,female,28.0,3.0709171015426975,C,1
580,1,third,male,32.0,2.398221310352146,S,0
581,1,second,female,25.0,3.967898924663564,S,2
582,1,first,female,39.0,5.015437768039126,C,2
583,0,second,male,54.0,3.7857078329768887,S,0
584,0,first,male,36.0,4.347138025727977,C,0
585,0,third,male,28.0,2.4998073703825487,C,0
586,1,first,female,18.0,5.015437768039126,S,2
587,0,second,male,47.0,3.1141187703003292,S,0
588,1,first,male,60.0,5.015437768039126,C,2
589,0,third,male,22.0,2.4148822025895167,S,0
590,0,third,male,28.0,2.4148822025895167,S,0
591,0,third,male,35.0,2.286223246576346,S,0
592,1,first,female,52.0,5.015437768039126,C,1
593,0,third,male,47.0,2.3043724544848647,S,0
594,0,third,female,28.0,2.3745326220959444,Q,2
595,0,second,male,37.0,3.7857078329768887,S,1
596,0,third,male,36.0,3.6929033867379175,S,2
597,1,second,female,28.0,4.0908795940435985,S,0
598,0,third,male,49.0,0.0,S,0
599,0,third,male,28.0,2.3007628978459755,C,0
600,1,first,male,49.0,4.818831414101551,C,1
601,1,second,female,24.0,3.833468531648843,S,3
602,0,third,male,28.0,2.394298482187998,S,0
603,0,first,male,28.0,4.42039118918823,S,0
604,0,third,male,44.0,2.4148822025895167,S,0
605,1,first,male,35.0,3.8121732488288633,C,0
606,0,third,male,36.0,3.1566301872197977,S,1
607,0,third,male,30.0,2.394298482187998,S,0
608,1,first,male,27.0,3.9891340466493737,S,0
609,1,second,female,22.0,4.3943774604715395,C,3
610,1,first,female,40.0,5.015437768039126,S,0
611,0,third,female,39.0,4.0214448601988995,S,6
612,0,third,male,28.0,2.2752103292422072,S,0
613,1,third,female,28.0,3.152819522300036,Q,1
614,0,third,male,28.0,2.3745326220959444,Q,0
615,0,third,male,35.0,2.4148822025895167,S,0
616,1,second,female,24.0,5.00193140399786,S,3
617,0,third,male,34.0,3.066185061287089,S,2
618,0,third,female,26.0,3.197864250049784,S,1
619,1,second,female,4.0,4.309528842783427,S,3
620,0,second,male,26.0,2.704889119955267,S,0
621,0,third,male,27.0,3.0705848524372903,C,1
622,1,first,male,42.0,4.709539372444106,S,1
623,1,third,male,20.0,3.171143031079696,C,2
624,0,third,male,21.0,2.3886893355718013,S,0
625,0,third,male,21.0,3.197864250049784,S,0
626,0,first,male,61.0,4.063935002320833,S,0
627,0,second,male,57.0,2.888361547293197,Q,0
628,1,first,female,21.0,5.015437768039126,S,0
629,0,third,male,26.0,2.394298482187998,S,0
630,0,third,male,28.0,2.3722493713075887,Q,0
631,1,first,male,80.0,3.967898924663564,S,0
632,0,third,male,51.0,2.275829536651166,S,0
633,1,first,male,32.0,3.9891340466493737,C,0
634,0,first,male,28.0,0.0,S,0
635,0,third,female,9.0,3.8751330405718423,S,5
636,1,second,female,28.0,2.9473095617168967,S,0
637,0,third,male,32.0,2.398221310352146,S,0
638,0,second,male,31.0,3.7977983217500153,S,2
639,0,third,female,41.0,4.3326257673247035,S,5
640,0,third,male,28.0,3.197864250049784,S,1
641,0,third,male,20.0,2.3886893355718013,S,0
642,1,first,female,24.0,5.015437768039126,C,0
643,0,third,female,2.0,3.8751330405718423,S,5
644,1,third,male,28.0,4.808349126889522,S,0
645,1,third,female,0.75,3.413419008501807,C,3
646,1,first,male,48.0,5.015437768039126,C,1
647,0,third,male,19.0,2.394298482187998,S,0
648,1,first,male,56.0,4.185977149422453,C,0
649,0,third,male,28.0,2.346921443108511,S,0
650,1,third,female,23.0,2.346921443108511,S,0
651,0,third,male,28.0,2.394298482187998,S,0
652,1,second,female,18.0,3.6320031322748716,S,1
653,0,third,male,21.0,2.4646858306983854,S,0
654,1,third,female,28.0,2.3853068078981887,Q,0
655,0,third,female,18.0,2.230195558586317,Q,0
656,0,second,male,24.0,5.015437768039126,S,2
657,0,third,male,28.0,2.394298482187998,S,0
658,0,third,female,32.0,3.152819522300036,Q,2
659,0,second,male,23.0,2.9473095617168967,S,0
660,0,first,male,58.0,5.015437768039126,C,2
661,1,first,male,50.0,5.015437768039126,S,2
662,0,third,male,40.0,2.3007628978459755,C,0
663,0,first,male,47.0,3.7655320650310693,S,0
664,0,third,male,36.0,2.3393367404132643,S,0
665,1,third,male,20.0,2.398221310352146,S,1
666,0,second,male,32.0,5.015437768039126,S,2
667,0,second,male,25.0,2.9473095617168967,S,0
668,0,third,male,28.0,2.377943198319083,S,0
669,0,third,male,43.0,2.4148822025895167,S,0
670,1,first,female,28.0,4.695114608316313,S,1
671,1,second,female,40.0,4.309528842783427,S,2
672,0,first,male,31.0,4.695114608316313,S,1
673,0,second,male,70.0,2.704889119955267,S,0
674,1,second,male,31.0,2.9473095617168967,S,0
675,0,second,male,28.0,0.0,S,0
676,0,third,male,18.0,2.377943198319083,S,0
677,0,third,male,24.5,2.4148822025895167,S,0
678,1,third,female,18.0,2.6330044982931136,S,0
679,0,third,female,43.0,4.555456251917921,S,7
680,1,first,male,36.0,5.015437768039126,C,1
681,0,third,female,28.0,2.426419622625343,Q,0
682,1,first,male,27.0,5.015437768039126,C,0
683,0,third,male,20.0,2.5619313122928133,S,0
684,0,third,male,14.0,4.555456251917921,S,7
685,0,second,male,60.0,4.309528842783427,S,2
686,0,second,male,25.0,4.3943774604715395,C,3
687,0,third,male,14.0,4.3326257673247035,S,5
688,0,third,male,19.0,2.6694274008232095,S,0
689,0,third,male,18.0,2.38077400824106,S,0
690,1,first,female,15.0,5.015437768039126,S,1
691,1,first,male,31.0,4.82053695196646,S,1
692,1,third,female,4.0,2.9837920836170877,C,1
693,1,third,male,28.0,4.808349126889522,S,0
694,0,third,male,25.0,2.3007628978459755,C,0
695,0,first,male,60.0,3.8121732488288633,S,0
696,0,second,male,52.0,2.99096883417017,S,0
697,0,third,male,44.0,2.4148822025895167,S,0
698,1,third,female,28.0,2.3722493713075887,Q,0
699,0,first,male,49.0,5.015437768039126,C,2
700,0,third,male,42.0,2.360800273073946,S,0
701,1,first,female,18.0,5.015437768039126,C,1
702,1,first,male,35.0,3.7996031079181534,S,0
703,0,third,female,18.0,3.0705848524372903,C,1
704,0,third,male,25.0,2.3733983331641513,Q,0
705,0,third,male,26.0,2.3886893355718013,S,1
706,0,second,male,39.0,3.7857078329768887,S,0
707,1,second,female,45.0,2.99096883417017,S,0
708,1,first,male,42.0,3.7996031079181534,S,0
709,1,first,female,22.0,5.015437768039126,S,0
710,1,third,male,28.0,3.133280658269117,C,2
711,1,first,female,24.0,4.628388154062519,C,0
712,0,first,male,28.0,3.8121732488288633,S,0
713,1,first,male,48.0,4.695114608316313,S,1
714,0,third,male,29.0,2.5921660430214994,S,0
715,0,second,male,52.0,2.9473095617168967,S,0
716,0,third,male,19.0,2.360800273073946,S,0
717,1,first,female,38.0,5.015437768039126,C,0
718,1,second,female,27.0,2.704889119955267,S,0
719,0,third,male,28.0,3.152819522300036,Q,0
720,0,third,male,33.0,2.377943198319083,S,0
721,1,second,female,6.0,4.0908795940435985,S,1
722,0,third,male,17.0,2.275829536651166,S,1
723,0,second,male,34.0,2.9473095617168967,S,0
724,0,second,male,50.0,2.9473095617168967,S,0
725,1,first,male,27.0,4.723612218851696,S,1
726,0,third,male,20.0,2.493586391951111,S,0
727,1,second,female,30.0,3.519407197147049,S,3
728,1,third,female,28.0,2.3728239789543575,Q,0
729,0,second,male,25.0,3.7857078329768887,S,1
730,0,third,female,25.0,2.398221310352146,S,1
731,1,first,female,29.0,5.015437768039126,S,0
732,0,third,male,11.0,3.3833335873882944,C,0
733,0,second,male,28.0,0.0,S,0
734,0,second,male,23.0,2.9473095617168967,S,0
735,0,second,male,23.0,2.9473095617168967,S,0
736,0,third,male,28.5,3.197864250049784,S,0
737,0,third,female,48.0,4.143947681749917,S,4
738,1,first,male,35.0,5.015437768039126,C,0
739,0,third,male,28.0,2.394298482187998,S,0
740,0,third,male,28.0,2.394298482187998,S,0
741,1,first,male,28.0,3.967898924663564,S,0
742,0,first,male,36.0,5.015437768039126,S,1
743,1,first,female,21.0,5.015437768039126,C,4
744,0,third,male,24.0,3.197864250049784,S,1
745,1,third,male,31.0,2.398221310352146,S,0
746,0,first,male,70.0,5.015437768039126,S,2
747,0,third,male,16.0,3.4747469148569685,S,2
748,1,second,female,30.0,2.9473095617168967,S,0
749,0,first,male,19.0,4.723612218851696,S,1
750,0,third,male,31.0,2.3745326220959444,Q,0
751,1,second,female,4.0,3.6320031322748716,S,2
752,1,third,male,6.0,2.8998993211269903,S,1
753,0,third,male,33.0,2.5940972117941037,S,0
754,0,third,male,23.0,2.394298482187998,S,0
755,1,second,female,48.0,5.00193140399786,S,3
756,1,second,male,0.67,3.074291731413492,S,2
757,0,third,male,28.0,2.38077400824106,S,0
758,0,second,male,18.0,2.807167738626635,S,0
759,0,third,male,34.0,2.4148822025895167,S,0
760,1,first,female,33.0,5.015437768039126,S,0
761,0,third,male,28.0,3.074291731413492,S,0
762,0,third,male,41.0,2.286223246576346,S,0
763,1,third,male,20.0,2.3013700064551847,C,0
764,1,first,female,36.0,5.015437768039126,S,3
765,0,third,male,16.0,2.377943198319083,S,0
766,1,first,female,51.0,5.015437768039126,S,1
767,0,first,male,28.0,4.329706139569535,C,0
768,0,third,female,30.5,2.3745326220959444,Q,0
769,0,third,male,28.0,3.6929033867379175,Q,1
770,0,third,male,32.0,2.4556280897843377,S,0
771,0,third,male,24.0,2.5940972117941037,S,0
772,0,third,male,48.0,2.3886893355718013,S,0
773,0,second,female,57.0,2.704889119955267,S,0
774,0,third,male,28.0,2.3007628978459755,C,0
775,1,second,female,54.0,3.6320031322748716,S,4
776,0,third,male,18.0,2.3745326220959444,S,0
777,0,third,male,28.0,2.3745326220959444,Q,0
778,1,third,female,5.0,2.8998993211269903,S,0
779,0,third,male,28.0,2.3728239789543575,Q,0
780,1,first,female,43.0,5.015437768039126,S,1
781,1,third,female,13.0,2.3013700064551847,C,0
782,1,first,female,17.0,4.82053695196646,S,1
783,0,first,male,29.0,3.967898924663564,S,0
784,0,third,male,28.0,3.656146200317081,S,3
785,0,third,male,25.0,2.2752103292422072,S,0
786,0,third,male,25.0,2.3043724544848647,S,0
787,1,third,female,18.0,2.3393367404132643,S,0
788,0,third,male,8.0,3.929969396549108,Q,5
789,1,third,male,1.0,3.4942745047830144,S,3
790,0,first,male,46.0,5.015437768039126,C,0
791,0,third,male,28.0,2.3745326220959444,Q,0
792,0,second,male,16.0,3.7857078329768887,S,0
793,0,third,female,28.0,5.015437768039126,S,10
794,0,first,male,28.0,3.997365522502673,C,0
795,0,third,male,25.0,2.394298482187998,S,0
796,0,second,male,39.0,2.9473095617168967,S,0
797,1,first,female,49.0,3.782265137793569,S,0
798,1,third,female,31.0,2.496177899500148,S,0
799,0,third,male,30.0,2.3013700064551847,C,0
800,0,third,female,30.0,3.6929033867379175,S,2
801,0,second,male,34.0,2.9473095617168967,S,0
802,1,second,female,31.0,3.7977983217500153,S,2
803,1,first,male,11.0,5.015437768039126,S,3
804,1,third,male,0.42,2.4752758498339396,C,1
805,1,third,male,27.0,2.2641028388841624,S,0
806,0,third,male,31.0,2.377943198319083,S,0
807,0,first,male,39.0,0.0,S,0
808,0,third,female,18.0,2.377943198319083,S,0
809,0,second,male,39.0,2.9473095617168967,S,0
810,1,first,female,33.0,4.723612218851696,S,1
811,0,third,male,26.0,2.3931812747407575,S,0
812,0,third,male,39.0,3.6929033867379175,S,0
813,0,second,male,35.0,2.704889119955267,S,0
814,0,third,female,6.0,4.0214448601988995,S,6
815,0,third,male,30.5,2.4148822025895167,S,0
816,0,first,male,28.0,0.0,S,0
817,0,third,female,23.0,2.398221310352146,S,0
818,0,second,male,31.0,4.2403532244963795,C,2
819,0,third,male,43.0,2.1835522221716626,S,0
820,0,third,male,10.0,3.8751330405718423,S,5
821,1,first,female,52.0,5.015437768039126,S,2
822,1,third,male,27.0,2.493586391951111,S,0
823,0,first,male,38.0,0.0,S,0
824,1,third,female,27.0,2.8998993211269903,S,1
825,0,third,male,2.0,4.3326257673247035,S,5
826,0,third,male,28.0,2.260379031135858,Q,0
827,0,third,male,28.0,4.808349126889522,S,0
828,1,second,male,1.0,4.2403532244963795,C,2
829,1,third,male,28.0,2.3745326220959444,Q,0
830,1,first,female,62.0,5.015437768039126,S,0
831,1,third,female,15.0,3.0705848524372903,C,1
832,1,second,male,0.83,3.3809090718563612,S,2
833,0,third,male,28.0,2.3013700064551847,C,0
834,0,third,male,23.0,2.3886893355718013,S,0
835,0,third,male,18.0,2.4475798096131376,S,0
836,1,first,female,39.0,5.015437768039126,C,2
837,0,third,male,21.0,2.493586391951111,S,0
838,0,third,male,28.0,2.4148822025895167,S,0
839,1,third,male,32.0,4.808349126889522,S,0
840,1,first,male,28.0,3.955006469249529,C,0
841,0,third,male,20.0,2.398221310352146,S,0
842,0,second,male,16.0,2.704889119955267,S,0
843,1,first,female,30.0,4.01006204491078,C,0
844,0,third,male,34.5,2.181571567602814,C,0
845,0,third,male,17.0,2.493586391951111,S,0
846,0,third,male,42.0,2.346921443108511,S,0
847,0,third,male,28.0,5.015437768039126,S,10
848,0,third,male,35.0,2.394298482187998,C,0
849,0,second,male,28.0,4.0908795940435985,S,1
850,1,first,female,28.0,5.015437768039126,C,1
851,0,third,male,4.0,4.0214448601988995,S,6
852,0,third,male,74.0,2.377943198319083,S,0
853,0,third,female,9.0,3.133280658269117,C,2
854,1,first,female,16.0,4.323010959424522,S,1
855,0,second,female,44.0,3.7857078329768887,S,1
856,1,third,female,18.0,2.576649372122712,S,1
857,1,first,female,45.0,5.015437768039126,S,2
858,1,first,male,51.0,3.8121732488288633,S,0
859,1,third,female,24.0,3.413419008501807,C,3
860,0,third,male,28.0,2.3013700064551847,C,0
861,0,third,male,41.0,3.0422588407031332,S,2
862,0,second,male,21.0,2.807167738626635,S,1
863,1,first,female,48.0,3.782265137793569,S,0
864,0,third,female,28.0,5.015437768039126,S,10
865,0,second,male,24.0,2.9473095617168967,S,0
866,1,second,female,42.0,2.9473095617168967,S,0
867,1,second,female,27.0,3.0214131821806136,C,1
868,0,first,male,31.0,4.655253826266092,S,0
869,0,third,male,28.0,2.5940972117941037,S,0
870,1,third,male,4.0,2.770564334584179,S,2
871,0,third,male,26.0,2.394298482187998,S,0
872,1,first,female,47.0,4.709539372444106,S,2
873,0,first,male,33.0,1.930489781870358,S,0
874,0,third,male,47.0,2.5350176560332587,S,0
875,1,second,female,28.0,3.6851065970493853,C,1
876,1,third,female,15.0,2.3007628978459755,C,0
877,0,third,male,20.0,2.63346446956815,S,0
878,0,third,male,19.0,2.394298482187998,S,0
879,0,third,male,28.0,2.394298482187998,S,0
880,1,first,female,56.0,5.015437768039126,C,1
881,1,second,female,25.0,3.7857078329768887,S,1
882,0,third,male,33.0,2.394298482187998,S,0
883,0,third,female,22.0,2.7066631223644695,S,0
884,0,second,male,28.0,2.704889119955267,S,0
885,0,third,male,25.0,2.2752103292422072,S,0
886,0,third,female,39.0,3.929969396549108,Q,5
887,0,second,male,27.0,2.9473095617168967,S,0
888,1,first,female,19.0,3.967898924663564,S,0
889,0,third,female,28.0,3.656146200317081,S,3
890,1,first,male,26.0,3.967898924663564,C,0
891,0,third,male,32.0,2.3745326220959444,Q,0
